model_id,model_kind,metric,calib_subset,target_id,n_layers,n_prompts,layer_mean_distance,layer_median_distance,layer_std_distance,layer_min_distance,layer_max_distance,min_layer,max_layer
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,general,uncensored_only,36,128,0.028648207067615457,0.013679374940693378,0.037670806409499935,0.008858663029968739,0.17013826966285706,0,1
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,instruction,base,36,128,0.012040012024549974,0.010932688135653734,0.00545004091187282,0.003948647063225508,0.04112188145518303,0,35
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,instruction,instr_only,36,128,0.005534083621265988,0.004154206020757556,0.00756289252710579,0.002043667482212186,0.049626436084508896,0,35
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,instruction,reasoning_only,36,128,0.016649475334108703,0.016823614947497845,0.002846476190663198,0.006511205341666937,0.021732838824391365,0,5
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,instruction,uncensored_only,36,128,0.027610483773363132,0.016556667163968086,0.029746062196816938,0.006006562616676092,0.13564787805080414,0,1
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,reasoning,base,36,128,0.006549978868052777,0.005995165556669235,0.0037823117178313378,0.0025331259239465,0.02819386124610901,0,35
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,reasoning,instr_only,36,128,0.0032568198706333837,0.0022979313507676125,0.006003006557143871,0.0012116701109334826,0.038612306118011475,0,35
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,reasoning,reasoning_only,36,128,0.010031382139358256,0.010067158844321966,0.00290428952705435,0.003906145691871643,0.02052379585802555,0,35
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,reasoning,uncensored_only,36,128,0.018015275431227766,0.010681252460926771,0.01943848128222127,0.003315788460895419,0.08516554534435272,0,1
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,uncensored_refusal_like,base,36,128,0.041170078691922955,0.04124358855187893,0.017504722681989188,0.01097056269645691,0.1189652681350708,0,35
aim_on_breadcrumbs__calib_general,candidate,mmd_rbf,uncensored_refusal_like,instr_only,36,128,0.014126500412304368,0.009967679157853127,0.01775549114773068,0.005975211970508099,0.1156441941857338,11,35
